"lang"
{
	"Language"		"vietnamese"
	"Tokens"
	{
		"DAC_ItemType_Barricade_Skin"		"Diện mạo Rào Chắn"
		"DAC_Item_S1UnderlordTitleDesc_Default_11"		"Completed the tutorial"
		"DAC_Item_S1UnderlordTitleDesc_Default_12"		"Played a Standard match"
		"DAC_Item_S1UnderlordTitleDesc_Default_13"		"Played a Duos match"
		"DAC_Item_S1UnderlordTitleDesc_Default_14"		"Played a Knockout match"
		"DAC_Item_S1UnderlordTitleDesc_Default_15"		"Completed Anessix Quarter in City Crawl"
		"DAC_Item_S1UnderlordTitleDesc_Default_16"		"Completed Jull Quarter in City Crawl"
		"DAC_Item_S1UnderlordTitleDesc_Default_17"		"Completed Hobgen Quarter in City Crawl"
		"DAC_Item_S1UnderlordTitleDesc_Default_18"		"Completed Enno Quarter in City Crawl"
		"DAC_Item_S1UnderlordTitleDesc_Default_21"		"Completed all Street Fights in City Crawl"
		"DAC_Item_S1UnderlordTitleDesc_Default_22"		"Completed all Objectives in City Crawl"
		"DAC_Item_S1UnderlordTitleDesc_Default_23"		"Completed all Puzzles in City Crawl"
		"DAC_Item_S1UnderlordTitleDesc_Default_24"		"Completed City Crawl"
		"DAC_Item_S1UnderlordTitleDesc_Default_25"		"Won a Knockout match without taking damage"
		"DAC_Item_S1UnderlordTitleDesc_Default_26"		"Won a Standard match without taking damage"
		"DAC_Item_S1UnderlordTitleDesc_Default_27"		"Have 11 different Alliances active at once"
		"DAC_Item_S1UnderlordTitleDesc_Default_29"		"Create a Legion Commander Raid Boss"
		"DAC_Item_S1UnderlordTitleDesc_Default_30"		"Summon 50 units in one round"
		"DAC_Item_S1UnderlordTitleDesc_Default_31"		"Unlocked for beta players who reached Level 25 in the Protopass"
		"DAC_Item_S1UnderlordTitle_Default_00"		"Wanted"
		"DAC_Item_S1UnderlordTitle_Default_01"		"Chicken Lover"
		"DAC_Item_S1UnderlordTitle_Default_02"		"Public Nuisance"
		"DAC_Item_S1UnderlordTitle_Default_03"		"Sad Clown"
		"DAC_Item_S1UnderlordTitle_Default_04"		"Mischief Maker"
		"DAC_Item_S1UnderlordTitle_Default_05"		"Sneaky Sneaky"
		"DAC_Item_S1UnderlordTitle_Default_06"		"Candy Stealer"
		"DAC_Item_S1UnderlordTitle_Default_07"		"Rotten Cheat"
		"DAC_Item_S1UnderlordTitle_Default_08"		"Snark Shark"
		"DAC_Item_S1UnderlordTitle_Default_09"		"Dirty Deeds"
		"DAC_Item_S1UnderlordTitle_Default_10"		"Beta Than You"
		"DAC_Item_S1UnderlordTitle_Default_11"		"Teacher's Pet"
		"DAC_Item_S1UnderlordTitle_Default_12"		"Thug"
		"DAC_Item_S1UnderlordTitle_Default_13"		"Accomplice"
		"DAC_Item_S1UnderlordTitle_Default_14"		"Dirty Hands"
		"DAC_Item_S1UnderlordTitle_Default_15"		"Court Cutter"
		"DAC_Item_S1UnderlordTitle_Default_16"		"Be-Julled"
		"DAC_Item_S1UnderlordTitle_Default_17"		"Firebug"
		"DAC_Item_S1UnderlordTitle_Default_18"		"Mask Murderer"
		"DAC_Item_S1UnderlordTitle_Default_21"		"Brawler"
		"DAC_Item_S1UnderlordTitle_Default_22"		"Land Baron"
		"DAC_Item_S1UnderlordTitle_Default_23"		"Brainiac"
		"DAC_Item_S1UnderlordTitle_Default_24"		"Heir Apparent"
		"DAC_Item_S1UnderlordTitle_Default_25"		"Untouched"
		"DAC_Item_S1UnderlordTitle_Default_26"		"Perfectionist"
		"DAC_Item_S1UnderlordTitle_Default_27"		"Master of None"
		"DAC_Item_S1UnderlordTitle_Default_29"		"Stonehall Savior"
		"DAC_Item_S1UnderlordTitle_Default_30"		"Pied Piper"
		"DAC_Item_S1UnderlordTitle_Default_31"		"Beta Maxed"
		"DAC_Item_S1UnderlordVictoryDanceAnessix00"		"BEHOLD!"
		"DAC_Item_S1UnderlordVictoryDanceAnessix00_desc"		"Anessix's time of triumph is at hand!"
		"DAC_Item_S1UnderlordVictoryDanceAnessix01"		"It Feels So Good"
		"DAC_Item_S1UnderlordVictoryDanceAnessix01_desc"		"She works the prop, not the other way around"
		"DAC_Item_S1UnderlordVictoryDanceEnno00"		"Lead Pipe Sitta"
		"DAC_Item_S1UnderlordVictoryDanceEnno00_desc"		"Everybody's coming to get him"
		"DAC_Item_S1UnderlordVictoryDanceEnno01"		"Celebrate Like A 5 Year Old"
		"DAC_Item_S1UnderlordVictoryDanceEnno01_desc"		"DRUM SOLO!"
		"DAC_Item_S1UnderlordVictoryDanceHobgen00"		"A Job Well Done"
		"DAC_Item_S1UnderlordVictoryDanceHobgen00_desc"		"There's no need to rub it in their faces.  Your look says it all."
		"DAC_Item_S1UnderlordVictoryDanceHobgen01"		"White Spire Jig"
		"DAC_Item_S1UnderlordVictoryDanceHobgen01_desc"		"A happy dance to celebrate the death of your enemies"
		"DAC_Item_S1UnderlordVictoryDanceJull00"		"Cut Loose"
		"DAC_Item_S1UnderlordVictoryDanceJull00_desc"		"No one is brave enough to tell Jull to stop dancing"
		"DAC_Item_S1UnderlordVictoryDanceJull01"		"Multitasking"
		"DAC_Item_S1UnderlordVictoryDanceJull01_desc"		"Kids, don't try this at home"
		"DAC_Item_S1Yo01"		"Default Yo"
		"DAC_Item_S1Yo01_desc"		"What we got here is a basic, run of the mill 'yo'..."
		"DAC_Item_S1Yo02"		"Wow"
		"DAC_Item_S1Yo02_desc"		"Save this bad boy for the birth of a child or the death of your enemies."
		"DAC_Item_S1Yo03"		"Noice"
		"DAC_Item_S1Yo03_desc"		"Ayyyyyy!"
		"DAC_Item_S1Yo04"		"Big Whoop"
		"DAC_Item_S1Yo04_desc"		"The side eye is strong with this one."
		"DAC_Item_S1Yo05"		"Woohoo"
		"DAC_Item_S1Yo05_desc"		"It's like a murderous party horn."
		"DAC_Item_S1Yo06"		"Wat"
		"DAC_Item_S1Yo06_desc"		"That wasn't supposed to happen."
		"DAC_Item_S1Yo07"		"Huhuhu"
		"DAC_Item_S1Yo07_desc"		"Today is a fancy day for fancy lads and ladies."
		"DAC_Item_S1Yo08"		"Blegh"
		"DAC_Item_S1Yo08_desc"		"Sometimes life gives you nothing but Venomancers."
		"DAC_Item_S1_Anessix_BoardSpray_01"		"Well. You Tried."
		"DAC_Item_S1_Anessix_BoardSpray_01_desc"		"Anessix has found you wanting"
		"DAC_Item_S1_Anessix_BoardSpray_02"		"Mixed Messages"
		"DAC_Item_S1_Anessix_BoardSpray_02_desc"		"Is she being sincere or sarcastic?"
		"DAC_Item_S1_Anessix_Comic_1"		"Anessix Comic 1"
		"DAC_Item_S1_Anessix_Comic_1_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Anessix_Comic_2"		"Anessix Comic 2"
		"DAC_Item_S1_Anessix_Comic_2_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Anessix_Comic_3"		"Anessix Comic 3"
		"DAC_Item_S1_Anessix_Comic_3_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Anessix_Comic_4"		"Anessix Comic 4"
		"DAC_Item_S1_Anessix_Comic_4_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Enno_BoardSpray_01"		"Way To Go!"
		"DAC_Item_S1_Enno_BoardSpray_01_desc"		"Hang in there baby!"
		"DAC_Item_S1_Enno_BoardSpray_02"		"The Nelson Technique"
		"DAC_Item_S1_Enno_BoardSpray_02_desc"		"Let's be real: Enno is a bastard"
		"DAC_Item_S1_Enno_Comic_1"		"Enno Comic 1"
		"DAC_Item_S1_Enno_Comic_1_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Enno_Comic_2"		"Enno Comic 2"
		"DAC_Item_S1_Enno_Comic_2_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Enno_Comic_3"		"Enno Comic 3"
		"DAC_Item_S1_Enno_Comic_3_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Enno_Comic_4"		"Enno Comic 4"
		"DAC_Item_S1_Enno_Comic_4_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Hobgen_BoardSpray_01"		"Spitting Mad"
		"DAC_Item_S1_Hobgen_BoardSpray_01_desc"		"Today is just not your day"
		"DAC_Item_S1_Hobgen_BoardSpray_02"		"The Blanc Technique"
		"DAC_Item_S1_Hobgen_BoardSpray_02_desc"		"An innocent grin can hide wicked intent."
		"DAC_Item_S1_Hobgen_Comic_1"		"Hobgen Comic 1"
		"DAC_Item_S1_Hobgen_Comic_1_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Hobgen_Comic_2"		"Hobgen Comic 2"
		"DAC_Item_S1_Hobgen_Comic_2_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Hobgen_Comic_3"		"Hobgen Comic 3"
		"DAC_Item_S1_Hobgen_Comic_3_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Hobgen_Comic_4"		"Hobgen Comic 4"
		"DAC_Item_S1_Hobgen_Comic_4_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Jull_BoardSpray_01"		"Raise A Glass To Freedom"
		"DAC_Item_S1_Jull_BoardSpray_01_desc"		"They will tell the story of tonight"
		"DAC_Item_S1_Jull_BoardSpray_02"		"Put Up Yer Dukes!"
		"DAC_Item_S1_Jull_BoardSpray_02_desc"		"Welcome all comers to your half of the board with the traditional Icewrack greeting of a fist to the face."
		"DAC_Item_S1_Jull_Comic_1"		"Jull Comic 1"
		"DAC_Item_S1_Jull_Comic_1_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Jull_Comic_2"		"Jull Comic 2"
		"DAC_Item_S1_Jull_Comic_2_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Jull_Comic_3"		"Jull Comic 3"
		"DAC_Item_S1_Jull_Comic_3_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Jull_Comic_4"		"Jull Comic 4"
		"DAC_Item_S1_Jull_Comic_4_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Underlord_Talent_AbsoluteUnit"		"Quân Binh Hoàn Hảo"
		"DAC_Underlord_Talent_AbsoluteUnit_desc"		"Máu của Golem tăng thêm 100% và khiêu khích kẻ địch tấn công vào Golem."
		"DAC_Underlord_Talent_AirStrikeDoT"		"Cháy Dai Dẳng"
		"DAC_Underlord_Talent_AirStrikeDoT_desc"		"Các quả bom gây sát thương vĩnh viễn theo thời gian, tương đương {s:damage_pct}% lượng máu hiện tại của đơn vị."
		"DAC_Underlord_Talent_AirStrikeUnlock"		"Đánh Nhầm Đồng Bọn"
		"DAC_Underlord_Talent_AirStrikeUnlock_desc"		"Đồng đội của Hobgen ném {s:strikes} quả bom vào trận chiến gây {s:damage} sát thương lên kẻ địch bị trúng trực tiếp. Kẻ địch trong vùng phát nổ nhận một nửa sát thương lan."
		"DAC_Underlord_Talent_Anessix_AndSomeManaToo"		"Nghi Lễ Hồi Xuân"
		"DAC_Underlord_Talent_Anessix_AndSomeManaToo_desc"		"Anessix nhận sát thương tương đương {s:selfdmg}% máu tối đa của mình. Toàn bộ đồng minh lập tức hồi {s:regen_immediate} máu, sau đó {s:regen} máu mỗi giây trong vòng {s:duration} giây tiếp theo."
		"DAC_Underlord_Talent_Anessix_DemonicRage"		"Bất Chấp Cơn Giận"
		"DAC_Underlord_Talent_Anessix_DemonicRage_desc"		"Mỗi khi đệ tử của Anessix bị giết, chúng quay lại ngày một hổ báo hơn. Đồng minh có {s:enrage_bonus_pct}% sát thương mỗi lần được hồi sinh."
		"DAC_Underlord_Talent_Anessix_GolemStun"		"Tiếp Đất"
		"DAC_Underlord_Talent_Anessix_GolemStun_desc"		"Golem rơi mạnh xuống đất, làm choáng tất cả kẻ địch trong phạm vi 2 ô trong {s:stun_duration} giây."
		"DAC_Underlord_Talent_Anessix_HypeBuilder"		"Vết Thương Sâu"
		"DAC_Underlord_Talent_Anessix_HypeBuilder_desc"		"Các mục tiêu bị ảnh hưởng bởi Đớn Đau không thể được hồi máu."
		"DAC_Underlord_Talent_Anessix_InstantRegret"		"Hối Hận Tức Thì"
		"DAC_Underlord_Talent_Anessix_SmallWound"		"Vết Thương Hờ"
		"DAC_Underlord_Talent_Anessix_SummonGolem"		"Triệu Hồi Golem Quỷ"
		"DAC_Underlord_Talent_Anessix_SummonGolem_desc"		"Anessix thỉnh cầu ân sủng từ tà giới và triệu hồi một con Golem Quỷ."
		"DAC_Underlord_Talent_Anessix_SweetTalkSweetTalk"		"Tự Tin Tinh Tướng"
		"DAC_Underlord_Talent_Anessix_TheEndOfMedicine"		"Hết Thuốc Chữa"
		"DAC_Underlord_Talent_Anessix_TheEndOfMedicine_desc"		"Tất cả đơn vị đồng minh được thêm {s:attack_damage_bonus}% sát thương."
		"DAC_Underlord_Talent_BeQuiet"		"Nhói Đau"
		"DAC_Underlord_Talent_BeQuiet_desc"		"Sát thương của Đớn Đau tăng lên {s:bonus_damage_pct}%."
		"DAC_Underlord_Talent_BringItDown"		"Triệt Hạ!"
		"DAC_Underlord_Talent_BringItDown_desc"		"Mục tiêu bị PHÁ NỘI TẠI khi bị đội quân của Anessix nhắm tới."
		"DAC_Underlord_Talent_DemonWarrior"		"Quỷ Binh"
		"DAC_Underlord_Talent_DemonWarrior_desc"		"Thay đệ tử thông thường bằng Quỷ Binh. Con quỷ sẽ đứng gần chủ nhân, chặn đòn tấn công tầm xa, và có cơ hội đánh choáng khi tấn công."
		"DAC_Underlord_Talent_DemonicBoost"		"Thợ Săn Hỗn Mang"
		"DAC_Underlord_Talent_DemonicBoost_desc"		"Đệ tử của Anessix có {s:chance}% cơ hội đánh thêm {s:num_attacks} đòn liên tiếp."
		"DAC_Underlord_Talent_DemonicBreak"		"Khai Thác Điểm Yếu"
		"DAC_Underlord_Talent_DemonicBreak_desc"		"Đòn đánh bởi đệ của Anessix sẽ PHÁ NỘI TẠI mục tiêu trong {s:break_duration} giây."
		"DAC_Underlord_Talent_DemonsRevenge"		"Ác Quỷ Phục Thù"
		"DAC_Underlord_Talent_DemonsRevenge_desc"		"Mỗi khi đệ tử của Anessix bị giết, kẻ sát nhân sẽ chịu {s:damage_per_level} sát thương thuần và bị phá nội tại trong {s:break_duration} giây."
		"DAC_Underlord_Talent_DemonsRevenge_desc_alt"		"Mỗi khi đệ tử của Anessix bị giết, kẻ sát nhân sẽ chịu {s:damage_per_level} sát thương thuần và bị phá nội tại trong {s:break_duration} giây."
		"DAC_Underlord_Talent_DidYouSeeThat"		"Nỗi Đau Không Thực"
		"DAC_Underlord_Talent_DidYouSeeThat_desc"		"Đội quân của bạn nhận {s:armor_per_level} giáp khi có một đơn vị địch chịu ảnh hưởng của Đớn Đau."
		"DAC_Underlord_Talent_DidYouSeeThat_desc_alt"		"Đội quân của bạn nhận {s:armor_per_level} giáp khi có một đơn vị địch chịu ảnh hưởng của Đớn Đau."
		"DAC_Underlord_Talent_EnnoTalent01"		"Hôi Của!"
		"DAC_Underlord_Talent_EnnoTalent01_desc"		"Enno cướp lấy vật phẩm có bậc thấp nhất từ đội đối phương ở đầu trận. Mỗi khi kẻ địch chết, Enno sẽ \"luộc\" đồ của chúng nếu có thứ gì ngon hơn. Mọi vật phẩm được trả về chính chủ vào cuối trận."
		"DAC_Underlord_Talent_EnnoTalent02"		"Tổng Tấn Công!"
		"DAC_Underlord_Talent_EnnoTalent02_desc"		"Enno launches an All Out Attack against all enemies, adding {s:stacks} stacks of Poison, dealing {s:fight_damage} physical damage and stunning them for {s:land_stun_duration} seconds."
		"DAC_Underlord_Talent_EnnoTalent03"		"Dầu Gió Hiệu Enno"
		"DAC_Underlord_Talent_EnnoTalent03_desc"		"Enno nhảy vào khoảng không và bắn mũi tên tẩm độc tới tối đa {s:target_count} kẻ địch trong phạm vi {s:range} ô. Lang hẻm Enno sẽ phân loại và hồi máu toàn bộ đồng minh, hồi {s:healing} cho đồng minh bị thương nặng nhất và với mỗi đồng minh tiếp theo, hồi giảm đi một nửa."
		"DAC_Underlord_Talent_EnnoTalent04"		"Vòng Xoay Tử Thần"
		"DAC_Underlord_Talent_EnnoTalent04_desc"		"Enno nhảy vào khoảng không và bắn một mũi tên độc tới {s:target_count} kẻ địch trong {s:range} ô, tẩm độc cộng dồn và gây {s:damage} sát thương vật lý mỗi đợt."
		"DAC_Underlord_Talent_EnnoTalent05"		"Tiềm năng Enno 5"
		"DAC_Underlord_Talent_EnnoTalent05_desc"		"Tiềm năng Enno 5 mô tả"
		"DAC_Underlord_Talent_EnnoTalent06"		"Tiềm năng Enno 6"
		"DAC_Underlord_Talent_EnnoTalent06_desc"		"Tiềm năng Enno 6 mô tả"
		"DAC_Underlord_Talent_EnnoTalent07"		"Tiềm năng Enno 7"
		"DAC_Underlord_Talent_EnnoTalent07_desc"		"Tiềm năng Enno 7 mô tả"
		"DAC_Underlord_Talent_EnnoTalent08"		"Tiềm năng Enno 8"
		"DAC_Underlord_Talent_EnnoTalent08_desc"		"Tiềm năng Enno 8 mô tả"
		"DAC_Underlord_Talent_EnnoTalent09"		"Tiềm năng Enno 9"
		"DAC_Underlord_Talent_EnnoTalent09_desc"		"Tiềm năng Enno 9 mô tả"
		"DAC_Underlord_Talent_EnnoTalent10"		"Tiềm năng Enno 10"
		"DAC_Underlord_Talent_EnnoTalent10_desc"		"Tiềm năng Enno 10 mô tả"
		"DAC_Underlord_Talent_EnnoTalent11"		"Tiềm năng Enno 11"
		"DAC_Underlord_Talent_EnnoTalent11_desc"		"Tiềm năng Enno 11 mô tả"
		"DAC_Underlord_Talent_EnnoTalent12"		"Tiềm năng Enno 12"
		"DAC_Underlord_Talent_EnnoTalent12_desc"		"Tiềm năng Enno 12 mô tả"
		"DAC_Underlord_Talent_EnnoTalent13"		"Tiềm năng Enno 13"
		"DAC_Underlord_Talent_EnnoTalent13_desc"		"Tiềm năng Enno 13 mô tả"
		"DAC_Underlord_Talent_EnnoTalent14"		"Tiềm năng Enno 14"
		"DAC_Underlord_Talent_EnnoTalent14_desc"		"Tiềm năng Enno 14 mô tả"
		"DAC_Underlord_Talent_EnnoTalent15"		"Tiềm năng Enno 15 mô tả"
		"DAC_Underlord_Talent_EnnoTalent15_desc"		"Tiềm năng Enno 15 mô tả"
		"DAC_Underlord_Talent_EnnoTalent16"		"Tiềm năng Enno 16"
		"DAC_Underlord_Talent_EnnoTalent16_desc"		"Tiềm năng Enno 16 mô tả"
		"DAC_Underlord_Talent_EnnoTalent17"		"Cướp"
		"DAC_Underlord_Talent_EnnoTalent17_desc"		"Enno sẽ chạy tới một đơn vị sắp bị giết và cướp công giết. Nếu làm được, hắn sẽ bắt đầu dùng vật phẩm mà đơn vị bị giết đang trang bị."
		"DAC_Underlord_Talent_EnnoTalent18"		"Enno tuyệt kỹ 2"
		"DAC_Underlord_Talent_EnnoTalent18_desc"		"Tuyệt kỹ Enno 2 mô tả"
		"DAC_Underlord_Talent_EnnoTalent19"		"Tiềm năng Enno 19"
		"DAC_Underlord_Talent_EnnoTalent19_desc"		"Tiềm năng Enno 19 mô tả"
		"DAC_Underlord_Talent_EnnoTalent20"		"Tiềm năng Enno 20"
		"DAC_Underlord_Talent_EnnoTalent20_desc"		"Tiềm năng Enno 20 mô tả"
		"DAC_Underlord_Talent_EnnoTalent21"		"Tiềm năng Enno 21"
		"DAC_Underlord_Talent_EnnoTalent21_desc"		"Tiềm năng Enno 21 mô tả"
		"DAC_Underlord_Talent_EnnoTalent22"		"Tiềm năng Enno 22"
		"DAC_Underlord_Talent_EnnoTalent22_desc"		"Tiềm năng Enno 22 mô tả"
		"DAC_Underlord_Talent_EnthrallLonger"		"Đời Tươi Mơi Mới"
		"DAC_Underlord_Talent_EnthrallLonger_desc"		"Khi một đơn vị bị bắt bởi Nô Dịch, chúng hồi sinh với {s:mana_pct}% mana."
		"DAC_Underlord_Talent_EnthrallUnlcok"		"Nô Dịch"
		"DAC_Underlord_Talent_EnthrallUnlock_desc"		"Anessix đánh dấu một mục tiêu trong {s:target_duration} giây, giảm giáp của mục tiêu đi {s:armor_reduction} và ép đội quân của bạn tấn công nó. Nếu mục tiêu chết, Anessix hồi sinh chúng thành Quỷ để chiến đấu cho mình."
		"DAC_Underlord_Talent_FireSuppression"		"Ngọn Lửa Áp Chế"
		"DAC_Underlord_Talent_FireSuppression_desc"		"Nếu kẻ địch bị cháy, hiệu quả hồi máu của chúng giảm {s:healing_reduction_pct}%"
		"DAC_Underlord_Talent_Hobgen_Afterburn"		"Tàn Dư"
		"DAC_Underlord_Talent_Hobgen_Afterburn_desc"		"Hỏa cầu sẽ đốt cháy khu vực đáp xuống trong {s:burn_duration} giây, gây {s:dot_dps_per_level} sát thương mỗi giây lên kẻ địch đứng trên vùng đó."
		"DAC_Underlord_Talent_Hobgen_Afterburn_desc_alt"		"Hỏa cầu sẽ đốt cháy khu vực đáp xuống trong {s:burn_duration} giây, gây {s:dot_dps_per_level} sát thương mỗi giây lên kẻ địch đứng trên vùng đó."
		"DAC_Underlord_Talent_Hobgen_BurningDownTheHouse"		"Phóng Hỏa Đốt Nhà"
		"DAC_Underlord_Talent_Hobgen_BurningDownTheHouse_desc"		"Khi Hobgen tấn công một đơn vị đang bị thiêu đốt, lửa sẽ lan ra một kẻ địch ngẫu nhiên gần đó."
		"DAC_Underlord_Talent_Hobgen_GreaseFire"		"Lửa Nộ"
		"DAC_Underlord_Talent_Hobgen_GreaseFire_desc"		"Hobgen có {s:hype_per_unit} Nộ với mỗi nhân vật trúng bom nổ."
		"DAC_Underlord_Talent_Hobgen_HotRod"		"Hỏa Tốc"
		"DAC_Underlord_Talent_Hobgen_HotRod_desc"		"Tốc độ tấn công của Hobgen tăng {s:speed_per_level}."
		"DAC_Underlord_Talent_Hobgen_HotRod_desc_alt"		"Tốc độ tấn công của Hobgen tăng {s:speed_per_level}."
		"DAC_Underlord_Talent_Hobgen_Implosion"		"Nội Hỏa"
		"DAC_Underlord_Talent_Hobgen_Implosion_desc"		"Hobgen phóng một quả cầu lửa lên mục tiêu, gây sát thương {s:damage_bonus} chia đều lên các kẻ địch lân cận, khiến chúng bốc cháy."
		"DAC_Underlord_Talent_Hobgen_KeepItSecret"		"Kín Tiếng Bí Mật"
		"DAC_Underlord_Talent_Hobgen_KeepItSecret_desc"		"Khi kẻ địch bốc cháy, chúng bị khóa phép trong {s:silence_duration} giây. Hiệu ứng này có thể được kích hoạt lại sau khi lửa ngừng cháy."
		"DAC_Underlord_Talent_Hobgen_LetsGetNuts"		"Cháy Ra Tro!"
		"DAC_Underlord_Talent_Hobgen_LetsGetNuts_desc"		"Khi đang có hiệu ứng Quẩy Lên Nào, Hobgen nhân đôi lượng sát thương mà các đơn vị bị đốt phải nhận."
		"DAC_Underlord_Talent_Hobgen_LetsGoCrazyUnlock"		"Quẩy Lên Nào"
		"DAC_Underlord_Talent_Hobgen_LetsGoCrazyUnlock_desc"		"Đòn tấn công của Hobgen giờ đã lan rộng khắp chiến trường và toàn bộ đội quân của bạn tăng thêm {s:aspd} tốc độ đánh. Hobgen liên tục chuyển mục tiêu tấn công sang các đơn vị chưa bốc cháy."
		"DAC_Underlord_Talent_Hobgen_Manabomb"		"Bom Mana"
		"DAC_Underlord_Talent_Hobgen_Manabomb_desc"		"Thay vì gây sát thương, hiệu ứng nổ sẽ hút {s:mana_burn} mana."
		"DAC_Underlord_Talent_Hobgen_MoltenArmor"		"Giáp Dung Nham"
		"DAC_Underlord_Talent_Hobgen_MoltenArmor_desc"		"Hobgen có thêm {s:armor_per_level} giáp và đốt cháy những kẻ địch lân cận tấn công hắn."
		"DAC_Underlord_Talent_Hobgen_MoltenArmor_desc_alt"		"Hobgen có thêm {s:armor_per_level} giáp và đốt cháy những kẻ địch lân cận tấn công hắn."
		"DAC_Underlord_Talent_Hobgen_Pyrotechnics"		"Nổ Tung Xác Pháo"
		"DAC_Underlord_Talent_Hobgen_Pyrotechnics_desc"		"Các đơn vị đồng minh có {s:lifesteal_pct}% hút máu khi tấn công kẻ địch đang bị thiêu đốt."
		"DAC_Underlord_Talent_Hobgen_Shockwave"		"Sóng Xung Kích"
		"DAC_Underlord_Talent_Hobgen_Shockwave_desc"		"Hobgen phóng một quả cầu lửa lên mục tiêu, gây {s:damage_base} sát thương chia đều lên các kẻ địch lân cận, làm choáng chúng trong {s:stun_duration} giây và khiến chúng bốc cháy."
		"DAC_Underlord_Talent_Hobgen_Supercharge_AbilityMana"		"Một Vòng Tuần Hoàn"
		"DAC_Underlord_Talent_Hobgen_Supercharge_AbilityMana_desc"		"Đơn vị được Tiếp Lửa sẽ nhận mana từ sát thương gây ra bởi kỹ năng. Khi dùng phép, chúng sẽ gây lên kẻ địch lân cận lượng sát thương bằng với số mana tiêu hao."
		"DAC_Underlord_Talent_Hobgen_Supercharge_DamageReduce"		"Xả Hơi"
		"DAC_Underlord_Talent_Hobgen_Supercharge_DamageReduce_desc"		"Các đơn vị có Tiếp Lửa được giảm {s:damage_reduction}% sát thương phải nhận."
		"DAC_Underlord_Talent_Hobgen_Supercharge_Explode"		"Bùm Chéo"
		"DAC_Underlord_Talent_Hobgen_Supercharge_Explode_desc"		"Khi đơn vị có Tiếp Lửa chết, nó phát nổ gây {s:explode_damage_pct}% sát thương tương đương máu tối đa của mình lên quân địch lân cận và khiến chúng bốc cháy trong {s:fire_duration} giây."
		"DAC_Underlord_Talent_Hobgen_Supercharge_ResetCooldowns"		"Tia Lửa"
		"DAC_Underlord_Talent_Hobgen_Supercharge_ResetCooldowns_desc"		"Khi một đơn vị được Tiếp Lửa, xóa toàn bộ thời gian hồi chiêu của chúng."
		"DAC_Underlord_Talent_Hobgen_Supercharge_TargetFire"		"Thiêu Rụi"
		"DAC_Underlord_Talent_Hobgen_Supercharge_TargetFire_desc"		"Các đơn vị được Tiếp Lửa có {s:stun_chance}% cơ hội gây choáng mục tiêu trong {s:stun_duration} giây."
		"DAC_Underlord_Talent_ImAboutToBreak"		"Tim Đau, Xương Vỡ"
		"DAC_Underlord_Talent_ImAboutToBreak_desc"		"Mục tiêu bị phá nội tại khi chịu ảnh hưởng của Đớn Đau."
		"DAC_Underlord_Talent_InstantRegret_desc"		"Đơn vị đồng minh chịu ảnh hưởng của Hiến Máu sẽ khiến kẻ giết mình bị PHÁ NỘI TẠI trong {s:duration} giây."
		"DAC_Underlord_Talent_JullTalent01"		"Bò Ở Đây Này"
		"DAC_Underlord_Talent_JullTalent01_desc"		"Jull có thêm {s:armor_per_enemy} giáp cho mỗi kẻ địch lân cận."
		"DAC_Underlord_Talent_JullTalent02"		"Nắm Đấm Băng Hà"
		"DAC_Underlord_Talent_JullTalent02_desc"		"Với mỗi kẻ địch đứng cạnh hắn, Jull có thêm {s:crit_chance}% cơ hội đánh chí mạng gây {s:crit_bonus_pct}% sát thương"
		"DAC_Underlord_Talent_JullTalent03"		"Bức Tường"
		"DAC_Underlord_Talent_JullTalent03_desc"		"Các đơn vị đồng minh đứng cùng hàng với Jull được tăng {s:armor_pct}% lượng giáp của hắn"
		"DAC_Underlord_Talent_JullTalent04"		"Cánh tay phải của ta"
