"lang"
{ 
	"Language" "portuguese" 
	"Tokens" 
	{
		"dac_ability_autoattack"												"Ataque Automático"
		"dac_ability_witch_doctor_3star"											"Curandeiro: Efeito ★★★"
		"dac_ability_witch_doctor_3star_Description"								"Inimigos atingidos pelo Pó Paralisante são amaldiçoados e sofrem dano. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_ember_spirit_3star"											"Efeito ★★★"
		"dac_ability_ember_spirit_3star_Description"								"Aumenta a área de efeito da habilidade Punhos Velozes. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_enigma_3star"													"Enigma: Efeito ★★★"
		"dac_ability_enigma_3star_Description"										"Aumenta a área de efeito da habilidade Pulsação da Meia-Noite. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_wisp_3star"													"Io: Efeito ★★★"
		"dac_ability_wisp_3star_Description"										"Ao ressuscitar um aliado com a habilidade Realocar, todas as habilidades dele podem voltar a ser usadas de imediato."

		"dac_ability_lycan_3star"													"Lican: Efeito ★★★"
		"dac_ability_lycan_3star_Description"										"A habilidade Transfiguração invoca mais lobos. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_omniknight_3star"												"Omnipaladino: Efeito ★★★"
		"dac_ability_omniknight_3star_Description"									"Aumenta a área de efeito da habilidade Purificação. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_shadow_shaman_3star"											"Efeito ★★★"
		"dac_ability_shadow_shaman_3star_Description"								"O Xamã das Sombras enfeitiça o alvo das Serpentes Sentinelas."

		"dac_ability_treant_protector_3star"										"Protetor Treant: Efeito ★★★"
		"dac_ability_treant_protector_3star_Description"							"Unidades curadas pela Semente Absorvente ganham armadura adicional. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_storm_spirit_3star"											"Efeito ★★★"
		"dac_ability_storm_spirit_3star_Description"								"Usar uma habilidade cria uma carga elétrica que explode durante o próximo ataque do Espírito da Tempestade, causando {s:damage} de dano e removendo {s:attack_speed_loss} de velocidade de ataque ao alvo durante {s:slow_duration} segundos. Todas as unidades atingidas por um Ataque Delta do Espírito da Tempestade também sofrerão dano e serão abrandadas."
		
		"dac_ability_legion_commander_3star"										"Efeito ★★★"
		"dac_ability_legion_commander_3star_Description"							"No início de um Duelo, qualquer unidade (exceto o alvo do Duelo) que estiver a atacar a Comandante da Legião vai escolher outro alvo para os seus ataques normais."

		"dac_ability_life_stealer_3star"											"Rouba-Vida: Efeito ★★★"
		"dac_ability_life_stealer_3star_Description"								"O Rouba-Vida ganha a habilidade Fúria. Ao usá-la, ele torna-se imune a magia e ganha +{s:bonus_movement_speed_pct}% de velocidade de movimento e +{S:bonus_attack_speed} de velocidade de ataque. Os efeitos duram {s:duration} segundos."

		"dac_ability_snapfire_3star"												"Snapfire: Efeito ★★★"
		"dac_ability_snapfire_3star_Description"									"O Bom Velho Bacamarte também reduz a armadura de inimigos. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_antimage_3star"												"Antimago: Efeito ★★★"
		"dac_ability_antimage_3star_Description"									"Quebra de Mana causa mais {s:bonus_damage} de dano se um ataque do Antimago reduzir a mana do seu alvo para 0."

		"dac_ability_enchantress_3star"												"Encantadora: Efeito ★★★"
		"dac_ability_enchantress_3star_Description"									"Sempre que um inimigo atacar a Encantadora, ela tem uma probabilidade de {s:chance}% de remover {s:slow} de velocidade de ataque ao agressor durante o ataque deste."

		"dac_ability_phantom_assassin_3star"										"Efeito ★★★"
		"dac_ability_phantom_assassin_3star_Description"							"A Assassina Fantasma ganha o bónus do nível ativo da aliança Renegado, se disponível."

		"dac_ability_bounty_hunter_3star"											"Efeito ★★★"
		"dac_ability_bounty_hunter_3star_Description"								"O Caçador de Recompensas concede {s:gold} de ouro por cada herói inimigo que ele matar."

		"dac_ability_kunkka_3star"													"Kunkka: Efeito ★★★"
		"dac_ability_kunkka_3star_Description"										"A cada {s:number} ataques, Kunkka desfere um golpe poderoso com a sua espada, causando {s:damage} de dano ao alvo. Inimigos por perto também sofrem {s:cleave_pct}% do dano."

		"dac_ability_alchemist_3star"												"Alquimista: Efeito ★★★"
		"dac_ability_alchemist_3star_Description"									"No início do combate, o Alquimista ganha {s:attack_speed} de velocidade de ataque e torna-se imune a magia durante {s:rage_duration}s."

		"dac_ability_puck_3star"													"Puck: Efeito ★★★"
		"dac_ability_puck_3star_Description"										"Orbe Ilusório passa a ter um tempo de recarga muito mais curto. Podes encontrar mais detalhes na descrição dessa habilidade."

		"dac_ability_slark_3star"													"Slark: Efeito ★★★"
		"dac_ability_slark_3star_Description"										"Slark ganha a habilidade Pacto Negro. Depois de breves instantes, Slark sacrifica parte do seu sangue vital, purgando efeitos negativos e causando um total de {s:total_damage} de dano a inimigos dentro de até {s:radius} espaços de distância. O próprio Slark também sofre {s:self_harm_pct}% do dano."

		// WILD ALLIANCE BONUSES
		"dac_ability_wild_alliance_crit"								"Golpe Crítico"
		"dac_ability_wild_alliance_crit_description"					"PASSIVA: O lobo tem uma probabilidade de {s:crit_chance}% de desferir um golpe crítico de {s:crit_bonus}% em unidades inimigas."
		
		"dac_ability_wild_alliance_evasion"								"Evasão"
		"dac_ability_wild_alliance_evasion_description"					"PASSIVA: O Asa-Brava tem +{s:evasion_pct}% de evasão."

		"dac_ability_wild_alliance_splash_attack"								"Ataque Explosivo"
		"dac_ability_wild_alliance_splash_attack_description"					"PASSIVA: Os ataques de longo alcance do Dragão Negro causam {s:splash_damage_percent}% do dano a todas as unidades a {s:splash_radius} espaço de distância do alvo inicial."

		"dac_ability_enchantress_wild_alliance_bonus"								"Bónus da Aliança Xamã"
		"dac_ability_enchantress_wild_alliance_bonus_Description"					"Sempre que um inimigo atacar a criatura da Aliança Xamã, ela tem uma probabilidade de {s:chance}% de remover {s:slow} de velocidade de ataque ao agressor durante o ataque deste."

		"dac_ability_magnus_wild_alliance_bonus"									"Bónus da Aliança Xamã"
		"dac_ability_magnus_wild_alliance_bonus_Description"						"Sempre que a criatura da Aliança Xamã sofrer dano de uma unidade adjacente com ataques corpo a corpo, ela tem uma probabilidade de {s:chance}% de empurrar o agressor até {s:length} espaços para trás."

		"dac_ability_beastmaster_wild_alliance_bonus"								"Bónus da Aliança Xamã"
		"dac_ability_beastmaster_wild_alliance_bonus_Description"					"Quando a criatura da Aliança Xamã é invocada e sempre que matar um inimigo, ela ganha +{s:attack_speed} de velocidade de ataque durante {s:buff_duration}s."

		"dac_ability_treant_protector_wild_alliance_bonus"							"Bónus da Aliança Xamã"
		"dac_ability_treant_protector_wild_alliance_bonus_Description"				"A criatura da Aliança Xamã concede +{s:armor} de armadura e +{s:hp_regen} de regeneração de vida a unidades aliadas a {s:radius} espaço de distância."

		"dac_ability_lone_druid_wild_alliance_bonus"								"Bónus da Aliança Xamã"
		"dac_ability_lone_druid_wild_alliance_bonus_Description"					"O Druida Solitário forma uma ligação espiritual com a criatura da Aliança Xamã. Sempre que um deles causar dano a um inimigo, {s:lifesteal_pct}% do dano é convertido em vida para os dois."

		"dac_ability_natures_prophet_wild_alliance_bonus"							"Bónus da Aliança Xamã"
		"dac_ability_natures_prophet_wild_alliance_bonus_Description"				"A criatura da Aliança Xamã ganha a habilidade Fúria da Natureza. A criatura lança um raio a um alvo, causando {s:damage} de dano. O raio ressalta {s:jumps} vezes entre inimigos, causando mais {s:increase_pct}% de dano com cada ressalto."

		"dac_ability_wild_alliance_wrath_of_nature"									"Fúria da Natureza"
		"dac_ability_wild_alliance_wrath_of_nature_Description"						"Lança um raio a um alvo, causando {s:damage} de dano. O raio ressalta {s:jumps} vezes entre inimigos, causando mais {s:increase_pct}% de dano com cada ressalto."
	}
}
