"lang"
{
	"Language"		"danish"
	"Tokens"
	{
		"DAC_ItemType_Barricade_Skin"		"Skin til barrikade"
		"DAC_Item_S1UnderlordSkinAnessix01_desc"		"Livet er ikke retfærdigt. Bare spørg det mangehovedede udyr, der måtte dø, så Anessix kunne få denne kjole."
		"DAC_Item_S1UnderlordSkinAnessix02"		"Hidkalderens selskab"
		"DAC_Item_S1UnderlordSkinAnessix02_desc"		"Hvis folk alligevel kalder hende for en slange, kan hun lige så godt ligne en"
		"DAC_Item_S1UnderlordSkinAnessix03"		"Dæmonens debut"
		"DAC_Item_S1UnderlordSkinAnessix03_desc"		"Det Hvide Spir var ikke Anessix' første residens. Hendes første skridt på Jorden var på Sangenes Ø."
		"DAC_Item_S1UnderlordSkinAnessix04"		"Klædt på til kamp"
		"DAC_Item_S1UnderlordSkinAnessix04_desc"		"Anessix foretrækker at regere fra skyggerne... Men når hun bliver bedt om at stille sig i front, er hun altid klædt på til lejligheden"
		"DAC_Item_S1UnderlordSkinAnessix05"		"Adelskvinde Anessix"
		"DAC_Item_S1UnderlordSkinAnessix05_desc"		"En flot kombination af dødelig og dæmonisk mode. Et perfekt sæt til enhver kvinde, der ønsker at gøre indtryk – eller tilrane sig en by."
		"DAC_Item_S1UnderlordSkinEnno00"		"Knoglemaske"
		"DAC_Item_S1UnderlordSkinEnno00_desc"		"Du ønsker ikke at vide, hvad denne her er lavet af"
		"DAC_Item_S1UnderlordSkinEnno01"		"Omtåget"
		"DAC_Item_S1UnderlordSkinEnno01_desc"		"Lige så farverig som dine hallucinationer, når Enno forgifter dig"
		"DAC_Item_S1UnderlordSkinEnno02"		"Pyjamas"
		"DAC_Item_S1UnderlordSkinEnno02_desc"		"Papirfly medfølger ikke"
		"DAC_Item_S1UnderlordSkinEnno03"		"Gave fra kragen"
		"DAC_Item_S1UnderlordSkinEnno03_desc"		"En souvenir fra Ennos tid i Kragereden"
		"DAC_Item_S1UnderlordSkinEnno04"		"Fangeflugt"
		"DAC_Item_S1UnderlordSkinEnno04_desc"		"Spidshakke ikke nødvendig"
		"DAC_Item_S1UnderlordSkinEnno05"		"Adelsmand Enno"
		"DAC_Item_S1UnderlordSkinEnno05_desc"		"Enno er ikke ligefrem med på moden, men folk kan lide den, og derfor vil han have den"
		"DAC_Item_S1UnderlordSkinHobgen00"		"Revtel-pjalter"
		"DAC_Item_S1UnderlordSkinHobgen00_desc"		"Det er længe siden, at Hobgen har haft dette på i Revtels gader."
		"DAC_Item_S1UnderlordSkinHobgen01"		"Grønild og Grimm"
		"DAC_Item_S1UnderlordSkinHobgen01_desc"		"Dette sæt er håndsyet af de legendariske feskræddere og er perfekt til en særlig aften efter en lang dags arbejde, hvor du bare vil slappe af i skæret fra gerningsstedet."
		"DAC_Item_S1UnderlordSkinHobgen02"		"Safirdrømme"
		"DAC_Item_S1UnderlordSkinHobgen02_desc"		"Hobgen har altid ønsket sig en jakke fra Gletsjerlandet, men kulden holdt ham væk. Så han dræbte en Safirarchont og fik uniformen syet om efter sine egne specifikationer."
		"DAC_Item_S1UnderlordSkinHobgen03"		"Ægte skurk"
		"DAC_Item_S1UnderlordSkinHobgen03_desc"		"Dette er endnu en kreation fra Grønild og Grimm. Jakkesættet er et must for gadekyndige kriminelle, som ønsker at skabe et navn for sig selv for enhver pris."
		"DAC_Item_S1UnderlordSkinHobgen04"		"Læderhåndværk fra Knokkelfelt"
		"DAC_Item_S1UnderlordSkinHobgen04_desc"		"Dette djævelske design består af det fineste tordenhorn og gør det tydeligt for alle, hvem der er bytte, og hvem der er jæger."
		"DAC_Item_S1UnderlordSkinHobgen05"		"Adelsmand Hobgen"
		"DAC_Item_S1UnderlordSkinHobgen05_desc"		"Hobgen drømmer om at have dette på i en audiens med Lord Solbrise."
		"DAC_Item_S1UnderlordSkinJull00"		"Jaket fra Gletsjerlandet"
		"DAC_Item_S1UnderlordSkinJull00_desc"		"En fin jakke til en fin mand."
		"DAC_Item_S1UnderlordSkinJull01"		"Charlatan"
		"DAC_Item_S1UnderlordSkinJull01_desc"		"Man kan svært forestille sig, at farverig og omfangsrig kunne kombineres bedre."
		"DAC_Item_S1UnderlordSkinJull02"		"Stoisk respekt"
		"DAC_Item_S1UnderlordSkinJull02_desc"		"I de mest turbulente tider kræver borgerne urokkelig beslutsomhed."
		"DAC_Item_S1UnderlordSkinJull03"		"Praktisk magt"
		"DAC_Item_S1UnderlordSkinJull03_desc"		"Uigendriveligt bevis på, at luksus ikke behøver at være på bekostning af praktiske hensyn."
		"DAC_Item_S1UnderlordSkinJull04"		"Kompromisløs notabilitet"
		"DAC_Item_S1UnderlordSkinJull04_desc"		"Et jakkesæt til dem, der ønsker at regere Det Hvide Spir med jernhånd. En smart og stilfuld jernhånd."
		"DAC_Item_S1UnderlordSkinJull05"		"Adelsmand Jull"
		"DAC_Item_S1UnderlordSkinJull05_desc"		"Hvis Jull vil repræsentere Det Hvide Spir, må han klæde sig passende."
		"DAC_Item_S1UnderlordTitleDesc_Default_00"		"Standardtitel"
		"DAC_Item_S1UnderlordTitleDesc_Default_01"		"Standardtitel"
		"DAC_Item_S1UnderlordTitleDesc_Default_02"		"Standardtitel"
		"DAC_Item_S1UnderlordTitleDesc_Default_03"		"Standardtitel"
		"DAC_Item_S1UnderlordTitleDesc_Default_04"		"Standardtitel"
		"DAC_Item_S1UnderlordTitleDesc_Default_05"		"Standardtitel"
		"DAC_Item_S1UnderlordTitleDesc_Default_06"		"Standardtitel"
		"DAC_Item_S1UnderlordTitleDesc_Default_07"		"Standardtitel"
		"DAC_Item_S1UnderlordTitleDesc_Default_08"		"Standardtitel"
		"DAC_Item_S1UnderlordTitleDesc_Default_09"		"Standardtitel"
		"DAC_Item_S1UnderlordTitleDesc_Default_10"		"Låst op for betaspillere, som har nået level 5 i Protopasset"
		"DAC_Item_S1UnderlordTitleDesc_Default_11"		"Introduktionen er gennemført"
		"DAC_Item_S1UnderlordTitleDesc_Default_12"		"Spillede en standardkamp"
		"DAC_Item_S1UnderlordTitleDesc_Default_13"		"Spillede en duokamp"
		"DAC_Item_S1UnderlordTitleDesc_Default_14"		"Spillede en knockoutkamp"
		"DAC_Item_S1UnderlordTitleDesc_Default_15"		"Anessix' kvarter i Byvandringen er gennemført"
		"DAC_Item_S1UnderlordTitleDesc_Default_16"		"Julls kvarter i Byvandringen er gennemført"
		"DAC_Item_S1UnderlordTitleDesc_Default_17"		"Hobgens kvarter i Byvandringen er gennemført"
		"DAC_Item_S1UnderlordTitleDesc_Default_18"		"Ennos kvarter i Byvandringen er gennemført"
		"DAC_Item_S1UnderlordTitleDesc_Default_21"		"Alle gadekampe i Byvandringen er gennemført"
		"DAC_Item_S1UnderlordTitleDesc_Default_22"		"Alle missioner i Byvandringen er gennemført"
		"DAC_Item_S1UnderlordTitleDesc_Default_23"		"Alle puzzles i Byvandringen er gennemført"
		"DAC_Item_S1UnderlordTitleDesc_Default_24"		"Byvandringen er gennemført"
		"DAC_Item_S1UnderlordTitleDesc_Default_25"		"Vandt en knockoutkamp uden at tage skade"
		"DAC_Item_S1UnderlordTitleDesc_Default_26"		"Vandt en standardkamp uden at tage skade"
		"DAC_Item_S1UnderlordTitleDesc_Default_27"		"Har haft 11 forskellige aktive alliancer på én gang"
		"DAC_Item_S1UnderlordTitleDesc_Default_29"		"Har skabt en overboss med Legionkommandøren"
		"DAC_Item_S1UnderlordTitleDesc_Default_30"		"Har hidkaldt 20 enheder i én runde"
		"DAC_Item_S1UnderlordTitleDesc_Default_31"		"Låst op for betaspillere, som har nået level 25 i Protopasset"
		"DAC_Item_S1UnderlordTitleDesc_Default_32"		"Låst op for spillere, som gennemfører alle udfordringer fra Morgenfuglen i uge 1"
		"DAC_Item_S1UnderlordTitle_Default_00"		"Eftersøgt"
		"DAC_Item_S1UnderlordTitle_Default_01"		"Hønseelsker"
		"DAC_Item_S1UnderlordTitle_Default_02"		"Offentlig pestilens"
		"DAC_Item_S1UnderlordTitle_Default_03"		"Trist klovn"
		"DAC_Item_S1UnderlordTitle_Default_04"		"Ballademager"
		"DAC_Item_S1UnderlordTitle_Default_05"		"Liste-listefod"
		"DAC_Item_S1UnderlordTitle_Default_06"		"Sliktyv"
		"DAC_Item_S1UnderlordTitle_Default_07"		"Rådden fidusmager"
		"DAC_Item_S1UnderlordTitle_Default_08"		"Bidsk haj"
		"DAC_Item_S1UnderlordTitle_Default_09"		"Beskidte bedrifter"
		"DAC_Item_S1UnderlordTitle_Default_10"		"Betatester"
		"DAC_Item_S1UnderlordTitle_Default_11"		"Kæledægge"
		"DAC_Item_S1UnderlordTitle_Default_12"		"Bisse"
		"DAC_Item_S1UnderlordTitle_Default_13"		"Medskyldig"
		"DAC_Item_S1UnderlordTitle_Default_14"		"Beskidte hænder"
		"DAC_Item_S1UnderlordTitle_Default_15"		"Retsintriger"
		"DAC_Item_S1UnderlordTitle_Default_16"		"Jull-velbelagt"
		"DAC_Item_S1UnderlordTitle_Default_17"		"Pyroman"
		"DAC_Item_S1UnderlordTitle_Default_18"		"Maskemorder"
		"DAC_Item_S1UnderlordTitle_Default_21"		"Slagsbror"
		"DAC_Item_S1UnderlordTitle_Default_22"		"Landbaron"
		"DAC_Item_S1UnderlordTitle_Default_23"		"Geni"
		"DAC_Item_S1UnderlordTitle_Default_24"		"Tronfølger"
		"DAC_Item_S1UnderlordTitle_Default_25"		"Uberørt"
		"DAC_Item_S1UnderlordTitle_Default_26"		"Perfektionist"
		"DAC_Item_S1UnderlordTitle_Default_27"		"Ingen ekspert"
		"DAC_Item_S1UnderlordTitle_Default_29"		"Stenhalsfrelser"
		"DAC_Item_S1UnderlordTitle_Default_30"		"Rottefænger"
		"DAC_Item_S1UnderlordTitle_Default_31"		"Betamester"
		"DAC_Item_S1UnderlordTitle_Default_32"		"Roehamstrer"
		"DAC_Item_S1UnderlordVictoryDanceAnessix00"		"SE!"
		"DAC_Item_S1UnderlordVictoryDanceAnessix00_desc"		"Anessix' triumf er forude!"
		"DAC_Item_S1UnderlordVictoryDanceAnessix01"		"Så skønt"
		"DAC_Item_S1UnderlordVictoryDanceAnessix01_desc"		"Hun bruger rekvisitterne og ikke omvendt"
		"DAC_Item_S1UnderlordVictoryDanceEnno00"		"Pæledans"
		"DAC_Item_S1UnderlordVictoryDanceEnno00_desc"		"Alle er efter ham"
		"DAC_Item_S1UnderlordVictoryDanceEnno01"		"Dans som en 5-årig"
		"DAC_Item_S1UnderlordVictoryDanceEnno01_desc"		"TROMMESOLO!"
		"DAC_Item_S1UnderlordVictoryDanceHobgen00"		"En veludført opgave"
		"DAC_Item_S1UnderlordVictoryDanceHobgen00_desc"		"Du behøver ikke at træde i det. Dit blik siger det hele."
		"DAC_Item_S1UnderlordVictoryDanceHobgen01"		"Vild med Det Hvide Spir"
		"DAC_Item_S1UnderlordVictoryDanceHobgen01_desc"		"En dans for at fejre dine fjenders død"
		"DAC_Item_S1UnderlordVictoryDanceJull00"		"Slip hæmningerne"
		"DAC_Item_S1UnderlordVictoryDanceJull00_desc"		"Ingen tør bede Jull om at stoppe med at danse"
		"DAC_Item_S1UnderlordVictoryDanceJull01"		"Multitasking"
		"DAC_Item_S1UnderlordVictoryDanceJull01_desc"		"Børn, I skal ikke prøve dette derhjemme"
		"DAC_Item_S1Yo01"		"Standard-yo"
		"DAC_Item_S1Yo01_desc"		"Det her er et ganske almindeligt gennemsnits-\"yo\"..."
		"DAC_Item_S1Yo02"		"Wow"
		"DAC_Item_S1Yo02_desc"		"Gem denne bad boy til at fejre en barnefødsel eller dine fjenders død."
		"DAC_Item_S1Yo03"		"Nice"
		"DAC_Item_S1Yo03_desc"		"Ayyyyyy!"
		"DAC_Item_S1Yo04"		"Og hva' så?"
		"DAC_Item_S1Yo04_desc"		"Sideblikket på den her er for vildt."
		"DAC_Item_S1Yo05"		"Vuhuu"
		"DAC_Item_S1Yo05_desc"		"Det er som et morderisk festhorn."
		"DAC_Item_S1Yo06"		"Hva'?"
		"DAC_Item_S1Yo06_desc"		"Det var ikke meningen."
		"DAC_Item_S1Yo07"		"Huhuhu"
		"DAC_Item_S1Yo07_desc"		"I dag er en kulørt dag for kulørte gutter og gutinder."
		"DAC_Item_S1Yo08"		"Bvadr"
		"DAC_Item_S1Yo08_desc"		"Nogle gange giver livet dig kun Giftslanger."
		"DAC_Item_S1_Anessix_BoardSpray_01"		"Nå, men du prøvede"
		"DAC_Item_S1_Anessix_BoardSpray_01_desc"		"Anessix har set dine mangler"
		"DAC_Item_S1_Anessix_BoardSpray_02"		"Blandede signaler"
		"DAC_Item_S1_Anessix_BoardSpray_02_desc"		"Er hun oprigtig eller sarkastisk?"
		"DAC_Item_S1_Anessix_Comic_1"		"Anessix – Tegneserie 1"
		"DAC_Item_S1_Anessix_Comic_1_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Anessix_Comic_2"		"Anessix – Tegneserie 2"
		"DAC_Item_S1_Anessix_Comic_2_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Anessix_Comic_3"		"Anessix – Tegneserie 3"
		"DAC_Item_S1_Anessix_Comic_3_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Anessix_Comic_4"		"Anessix – Tegneserie 4"
		"DAC_Item_S1_Anessix_Comic_4_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Enno_BoardSpray_01"		"Sådan!"
		"DAC_Item_S1_Enno_BoardSpray_01_desc"		"Hold ud!"
		"DAC_Item_S1_Enno_BoardSpray_02"		"Nelson-teknikken"
		"DAC_Item_S1_Enno_BoardSpray_02_desc"		"Lad os være ærlige: Enno er en skiderik"
		"DAC_Item_S1_Enno_Comic_1"		"Enno – Tegneserie 1"
		"DAC_Item_S1_Enno_Comic_1_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Enno_Comic_2"		"Enno – Tegneserie 2"
		"DAC_Item_S1_Enno_Comic_2_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Enno_Comic_3"		"Enno – Tegneserie 3"
		"DAC_Item_S1_Enno_Comic_3_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Enno_Comic_4"		"Enno – Tegneserie 4"
		"DAC_Item_S1_Enno_Comic_4_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Hobgen_BoardSpray_01"		"Edderspændt rasende"
		"DAC_Item_S1_Hobgen_BoardSpray_01_desc"		"Det er bare ikke din dag i dag"
		"DAC_Item_S1_Hobgen_BoardSpray_02"		"Flambering"
		"DAC_Item_S1_Hobgen_BoardSpray_02_desc"		"Et uskyldigt smil kan skjule lumske bagtanker"
		"DAC_Item_S1_Hobgen_Comic_1"		"Hobgen – Tegneserie 1"
		"DAC_Item_S1_Hobgen_Comic_1_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Hobgen_Comic_2"		"Hobgen – Tegneserie 2"
		"DAC_Item_S1_Hobgen_Comic_2_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Hobgen_Comic_3"		"Hobgen – Tegneserie 3"
		"DAC_Item_S1_Hobgen_Comic_3_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Hobgen_Comic_4"		"Hobgen – Tegneserie 4"
		"DAC_Item_S1_Hobgen_Comic_4_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Jull_BoardSpray_01"		"En skål for frihed"
		"DAC_Item_S1_Jull_BoardSpray_01_desc"		"Det her er noget, der vil blive skrevet om i historiebøgerne"
		"DAC_Item_S1_Jull_BoardSpray_02"		"Op med labberne!"
		"DAC_Item_S1_Jull_BoardSpray_02_desc"		"Byd alle modstandere velkommen til din halvdel af brættet med Gletsjerlandets traditionelle hilsen: en knytnæve i sylten."
		"DAC_Item_S1_Jull_Comic_1"		"Jull – Tegneserie 1"
		"DAC_Item_S1_Jull_Comic_1_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Jull_Comic_2"		"Jull – Tegneserie 2"
		"DAC_Item_S1_Jull_Comic_2_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Jull_Comic_3"		"Jull – Tegneserie 3"
		"DAC_Item_S1_Jull_Comic_3_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_S1_Jull_Comic_4"		"Jull – Tegneserie 4"
		"DAC_Item_S1_Jull_Comic_4_desc"		"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,"
		"DAC_Item_WeeklyChallengeReward10Description"		"Midlertidig beskrivelse til belønning"
		"DAC_Item_WeeklyChallengeReward10Name"		"Midlertidig titel på belønning"
		"DAC_Item_WeeklyChallengeReward11Description"		"Midlertidig beskrivelse til belønning"
		"DAC_Item_WeeklyChallengeReward11Name"		"Midlertidig titel på belønning"
		"DAC_Item_WeeklyChallengeReward12Description"		"Midlertidig beskrivelse til belønning"
		"DAC_Item_WeeklyChallengeReward12Name"		"Midlertidig titel på belønning"
		"DAC_Item_WeeklyChallengeReward13Description"		"Midlertidig beskrivelse til belønning"
		"DAC_Item_WeeklyChallengeReward13Name"		"Midlertidig titel på belønning"
		"DAC_Item_WeeklyChallengeReward14Description"		"Midlertidig beskrivelse til belønning"
		"DAC_Item_WeeklyChallengeReward14Name"		"Midlertidig titel på belønning"
		"DAC_Item_WeeklyChallengeReward2Description"		"Bøddelen er virkelig dårlig til at holde lav profil"
		"DAC_Item_WeeklyChallengeReward2Name"		"Brølende Bøddel"
		"DAC_Item_WeeklyChallengeReward3Description"		"Onde ting kan se søde ud... – portræt af Jos"
		"DAC_Item_WeeklyChallengeReward3Name"		"Dødbringende chibi"
		"DAC_Item_WeeklyChallengeReward4Description"		"Du skal nok klare det, lille ven – portræt af Jos"
		"DAC_Item_WeeklyChallengeReward4Name"		"Hold ud"
		"DAC_Item_WeeklyChallengeReward5Description"		"Brændbare ting kan også se søde ud... – portræt af Jos"
		"DAC_Item_WeeklyChallengeReward5Name"		"The New Hottness"
		"DAC_Item_WeeklyChallengeReward6Description"		"Læs alt om det!"
		"DAC_Item_WeeklyChallengeReward6Name"		"Give 'em The Jack Kelly special"
		"DAC_Item_WeeklyChallengeReward7Description"		"Midlertidig beskrivelse til belønning"
		"DAC_Item_WeeklyChallengeReward7Name"		"Midlertidig titel på belønning"
		"DAC_Item_WeeklyChallengeReward8Description"		"Midlertidig beskrivelse til belønning"
		"DAC_Item_WeeklyChallengeReward8Name"		"Midlertidig titel på belønning"
		"DAC_Item_WeeklyChallengeReward9Description"		"Midlertidig beskrivelse til belønning"
		"DAC_Item_WeeklyChallengeReward9Name"		"Midlertidig titel på belønning"
		"DAC_Underlord_Talent_AbsoluteUnit"		"Absolut Enhed"
		"DAC_Underlord_Talent_AbsoluteUnit_desc"		"Monstrets helbred øges med 100% og håner sin fjende, så fjenden angriber monstret."
		"DAC_Underlord_Talent_AirStrikeDoT"		"Klæbrigt Angreb"
		"DAC_Underlord_Talent_AirStrikeDoT_desc"		"Bomberne giver permanent skade over tid på {s:damage_pct}% af enhedens nuværende helbred."
		"DAC_Underlord_Talent_AirStrikeUnlock"		"Brændende Kærlighed"
		"DAC_Underlord_Talent_AirStrikeUnlock_desc"		"Hobgens venner kaster {s:strikes} bomber ud på slagmarken, som giver {s:damage} skade til fjender, som rammes af eksplosionen."
		"DAC_Underlord_Talent_Anessix_AndSomeManaToo"		"Foryngende Ritual"
		"DAC_Underlord_Talent_Anessix_AndSomeManaToo_desc"		"Anessix tager skade svarende til {s:selfdmg}% af sit maksimale helbred. Alle allierede enheder heles med {s:regen_immediate} HP med det samme og derefter {s:regen} HP pr. sekund i de næste {s:duration} sek."
		"DAC_Underlord_Talent_Anessix_DemonicRage"		"Trods Al Min Vrede"
		"DAC_Underlord_Talent_Anessix_DemonicRage_desc"		"Når Anessix' ledsager dræbes, kommer ledsageren tilbage endnu mere vred. Ledsageren opnår {s:enrage_bonus_pct}% angrebsskade, hver gang den genopstår."
		"DAC_Underlord_Talent_Anessix_GolemStun"		"Styrt"
		"DAC_Underlord_Talent_Anessix_GolemStun_desc"		"Monstret styrter ned og lammer hver fjende inden for 2 felter i {s:stun_duration} sek."
		"DAC_Underlord_Talent_Anessix_HypeBuilder"		"Dybe Sår"
		"DAC_Underlord_Talent_Anessix_HypeBuilder_desc"		"Mål, som rammes med Ren Smerte, kan ikke heles."
		"DAC_Underlord_Talent_Anessix_InstantRegret"		"Ingen Fortrydelsesret"
		"DAC_Underlord_Talent_Anessix_SmallWound"		"Lille Sår"
		"DAC_Underlord_Talent_Anessix_SummonGolem"		"Hidkald Dæmonisk Monster"
		"DAC_Underlord_Talent_Anessix_SummonGolem_desc"		"Anessix beder om en ond tjeneste og hidkalder et dæmonisk monster."
		"DAC_Underlord_Talent_Anessix_SweetTalkSweetTalk"		"Boost til Selvtilliden"
		"DAC_Underlord_Talent_Anessix_TheEndOfMedicine"		"Den Sidste Medicin"
		"DAC_Underlord_Talent_Anessix_TheEndOfMedicine_desc"		"Alle allierede enheder opnår {s:attack_damage_bonus}% forøget angrebsskade."
		"DAC_Underlord_Talent_BeQuiet"		"Skarp Smerte"
		"DAC_Underlord_Talent_BeQuiet_desc"		"Ren Smertes skade øges med {s:bonus_damage_pct}%."
		"DAC_Underlord_Talent_BringItDown"		"Overgiv Dig!"
		"DAC_Underlord_Talent_BringItDown_desc"		"Målets passive evner AFBRYDES, mens det angribes af Anessix' hær."
		"DAC_Underlord_Talent_DemonWarrior"		"Superdæmon"
		"DAC_Underlord_Talent_DemonWarrior_desc"		"En Superdæmon skabes i stedet. Dæmonen står tæt på og blokerer afstandsangreb. Dæmonens angreb har mulighed for at give slag."
		"DAC_Underlord_Talent_DemonicBoost"		"Kaotisk Jæger"
		"DAC_Underlord_Talent_DemonicBoost_desc"		"Anessix' ledsager får {s:chance}% chance for hurtigt at udføre {s:num_attacks} ekstra angreb."
		"DAC_Underlord_Talent_DemonicBreak"		"Salt i Såret"
		"DAC_Underlord_Talent_DemonicBreak_desc"		"Anessix' ledsagers angreb AFBRYDER målenes passive evner i {s:break_duration} sek."
		"DAC_Underlord_Talent_DemonsRevenge"		"Dæmonens Hævn"
		"DAC_Underlord_Talent_DemonsRevenge_desc"		"Når Anessix' ledsager dræbes, tager dræberen {s:damage_per_level} ren skade, og dens passive evner afbrydes i {s:break_duration} sek."
		"DAC_Underlord_Talent_DemonsRevenge_desc_alt"		"Når Anessix' ledsager dræbes, tager dræberen {s:damage_per_level} ren skade, og dens passive evner afbrydes i {s:break_duration} sek."
		"DAC_Underlord_Talent_DidYouSeeThat"		"Fantomsmerter"
		"DAC_Underlord_Talent_DidYouSeeThat_desc"		"Din hær får {s:armor_per_level} rustning, mens en fjendtlig enhed rammes med Ren Smerte."
		"DAC_Underlord_Talent_DidYouSeeThat_desc_alt"		"Din hær får {s:armor_per_level} rustning, mens en fjendtlig enhed rammes med Ren Smerte."
		"DAC_Underlord_Talent_EnnoTalent01"		"Vups!"
		"DAC_Underlord_Talent_EnnoTalent01_desc"		"Enno stjæler genstanden med det laveste niveau fra fjendens hold, når kampen starter. Når en fjende dør, plyndrer Enno fjenden, hvis den har en bedre genstand udstyret. Alle genstande returneres til de oprindelige ejere efter kampen."
		"DAC_Underlord_Talent_EnnoTalent02"		"Totalangreb!"
		"DAC_Underlord_Talent_EnnoTalent02_desc"		"Enno indleder et Totalangreb mod alle fjender. Dette påfører {s:stacks} giftstakke, giver {s:fight_damage} fysisk skade og lammer fjenderne i {s:land_stun_duration} sek."
		"DAC_Underlord_Talent_EnnoTalent03"		"Dr. Ennos Salve"
		"DAC_Underlord_Talent_EnnoTalent03_desc"		"Enno hopper op i luften og skyder en giftpil mod op til {s:target_count} fjender inden for {s:range} felter, som påfører en stak gift. Dr. Enno tilser og heler alle allierede. Først heles den hårdest ramte med {s:healing}, og derefter halveres helingen for hver yderligere allierede."
		"DAC_Underlord_Talent_EnnoTalent04"		"Dødsskrue"
		"DAC_Underlord_Talent_EnnoTalent04_desc"		"Enno hopper op i luften og skyder en giftpil mod op til {s:target_count} fjender inden for {s:range} felter, som påfører en stak gift og giver {s:damage} fysisk skade pr. stak."
		"DAC_Underlord_Talent_EnnoTalent05"		"Enno – Talent 5"
		"DAC_Underlord_Talent_EnnoTalent05_desc"		"Enno – Talent 5 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent06"		"Enno – Talent 6"
		"DAC_Underlord_Talent_EnnoTalent06_desc"		"Enno – Talent 6 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent07"		"Enno – Talent 7"
		"DAC_Underlord_Talent_EnnoTalent07_desc"		"Enno – Talent 7 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent08"		"Enno – Talent 8"
		"DAC_Underlord_Talent_EnnoTalent08_desc"		"Enno – Talent 8 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent09"		"Enno – Talent 9"
		"DAC_Underlord_Talent_EnnoTalent09_desc"		"Enno – Talent 9 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent10"		"Enno – Talent 10"
		"DAC_Underlord_Talent_EnnoTalent10_desc"		"Enno – Talent 10 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent11"		"Enno – Talent 11"
		"DAC_Underlord_Talent_EnnoTalent11_desc"		"Enno – Talent 11 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent12"		"Enno – Talent 12"
		"DAC_Underlord_Talent_EnnoTalent12_desc"		"Enno – Talent 12 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent13"		"Enno – Talent 13"
		"DAC_Underlord_Talent_EnnoTalent13_desc"		"Enno – Talent 13 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent14"		"Enno – Talent 14"
		"DAC_Underlord_Talent_EnnoTalent14_desc"		"Enno – Talent 14 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent15"		"Enno – Talent 15 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent15_desc"		"Enno – Talent 15 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent16"		"Enno – Talent 16"
		"DAC_Underlord_Talent_EnnoTalent16_desc"		"Enno – Talent 16 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent17"		"Stjæl"
		"DAC_Underlord_Talent_EnnoTalent17_desc"		"Enno skynder sig hen til en enhed, som er lige ved at blive dræbt, og prøver at stjæle det dødbringende angreb. Hvis det lykkes, begynder han at bruge den dræbte enheds udstyrede genstand."
		"DAC_Underlord_Talent_EnnoTalent18"		"Enno – Ultimativ evne 2"
		"DAC_Underlord_Talent_EnnoTalent18_desc"		"Enno – Ultimativ evne 2 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent19"		"Enno – Talent 19"
		"DAC_Underlord_Talent_EnnoTalent19_desc"		"Enno – Talent 19 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent20"		"Enno – Talent 20"
		"DAC_Underlord_Talent_EnnoTalent20_desc"		"Enno – Talent 20 (beskrivelse)"
		"DAC_Underlord_Talent_EnnoTalent21"		"Enno – Talent 21"
		"DAC_Underlord_Talent_EnnoTalent21_desc"		"Enno – Talent 21 (beskrivelse)"
